Moisture Level,Raw ADC,Time in s,Time of Day,Date
NEW TEST
68.16,2205,4483,13:49:12,30/04
68.16,2205,4484,13:49:13,30/04
68.16,2205,4485,13:49:14,30/04
68.25,2208,4486,13:49:15,30/04
68.16,2205,4487,13:49:16,30/04
68.25,2208,4488,13:49:17,30/04
36.51,1181,4489,13:49:18,30/04
68.25,2208,4490,13:49:19,30/04
68.25,2208,4491,13:49:20,30/04
68.28,2209,4492,13:49:21,30/04
68.22,2207,4493,13:49:22,30/04
36.6,1184,4494,13:49:23,30/04
68.25,2208,4495,13:49:24,30/04
68.22,2207,4496,13:49:25,30/04
68.16,2205,4497,13:49:26,30/04
68.22,2207,4498,13:49:27,30/04
36.66,1186,4499,13:49:28,30/04
68.19,2206,4500,13:49:29,30/04
68.16,2205,4501,13:49:30,30/04
68.28,2209,4502,13:49:31,30/04
68.16,2205,4503,13:49:32,30/04
68.25,2208,4504,13:49:33,30/04
68.28,2209,4505,13:49:34,30/04
68.28,2209,4506,13:49:35,30/04
68.16,2205,4507,13:49:36,30/04
68.13,2204,4508,13:49:37,30/04
36.66,1186,4509,13:49:38,30/04
68.25,2208,4510,13:49:39,30/04
68.28,2209,4511,13:49:40,30/04
68.28,2209,4512,13:49:41,30/04
68.28,2209,4513,13:49:42,30/04
36.6,1184,4514,13:49:43,30/04
68.22,2207,4515,13:49:44,30/04
68.32,2210,4516,13:49:45,30/04
68.25,2208,4517,13:49:46,30/04
68.22,2207,4518,13:49:47,30/04
36.6,1184,4519,13:49:48,30/04
68.25,2208,4520,13:49:49,30/04
68.22,2207,4521,13:49:50,30/04
68.16,2205,4522,13:49:51,30/04
68.28,2209,4523,13:49:52,30/04
36.63,1185,4525,13:49:53,30/04
68.19,2206,4526,13:49:54,30/04
68.32,2210,4527,13:49:55,30/04
68.28,2209,4528,13:49:56,30/04
68.35,2211,4529,13:49:57,30/04
68.25,2208,4530,13:49:58,30/04
36.63,1185,4531,13:49:59,30/04
68.28,2209,4532,13:50:00,30/04
68.35,2211,4533,13:50:01,30/04
68.38,2212,4534,13:50:02,30/04
68.32,2210,4535,13:50:03,30/04
68.38,2212,4536,13:50:04,30/04
68.38,2212,4537,13:50:05,30/04
68.35,2211,4538,13:50:06,30/04
68.32,2210,4539,13:50:07,30/04
68.38,2212,4540,13:50:08,30/04
68.32,2210,4541,13:50:09,30/04
68.38,2212,4542,13:50:10,30/04
68.32,2210,4543,13:50:11,30/04
68.25,2208,4544,13:50:12,30/04
36.66,1186,4545,13:50:13,30/04
68.44,2214,4546,13:50:14,30/04
68.32,2210,4547,13:50:15,30/04
68.35,2211,4548,13:50:16,30/04
68.41,2213,4549,13:50:17,30/04
68.44,2214,4550,13:50:18,30/04
68.41,2213,4551,13:50:19,30/04
68.41,2213,4552,13:50:20,30/04
68.41,2213,4553,13:50:21,30/04
68.38,2212,4554,13:50:22,30/04
68.44,2214,4555,13:50:23,30/04
68.5,2216,4556,13:50:24,30/04
68.41,2213,4557,13:50:25,30/04
68.38,2212,4558,13:50:26,30/04
68.44,2214,4559,13:50:27,30/04
68.5,2216,4560,13:50:28,30/04
68.47,2215,4561,13:50:29,30/04
68.47,2215,4562,13:50:30,30/04
68.47,2215,4563,13:50:31,30/04
68.41,2213,4564,13:50:32,30/04
36.79,1190,4565,13:50:33,30/04
68.35,2211,4566,13:50:34,30/04
68.41,2213,4567,13:50:35,30/04
68.44,2214,4568,13:50:36,30/04
68.5,2216,4569,13:50:37,30/04
36.82,1191,4570,13:50:38,30/04
68.41,2213,4571,13:50:39,30/04
68.59,2219,4572,13:50:40,30/04
68.38,2212,4573,13:50:41,30/04
68.44,2214,4574,13:50:42,30/04
36.82,1191,4575,13:50:43,30/04
68.38,2212,4576,13:50:44,30/04
68.44,2214,4577,13:50:45,30/04
68.44,2214,4578,13:50:46,30/04
68.44,2214,4579,13:50:47,30/04
36.72,1188,4580,13:50:48,30/04
68.41,2213,4581,13:50:49,30/04
68.38,2212,4582,13:50:50,30/04
68.44,2214,4583,13:50:51,30/04
68.38,2212,4584,13:50:52,30/04
68.44,2214,4585,13:50:53,30/04
68.47,2215,4586,13:50:54,30/04
68.44,2214,4587,13:50:55,30/04
68.38,2212,4588,13:50:56,30/04
68.35,2211,4589,13:50:57,30/04
68.44,2214,4590,13:50:58,30/04
36.79,1190,4591,13:50:59,30/04
68.44,2214,4592,13:51:00,30/04
68.41,2213,4593,13:51:01,30/04
68.41,2213,4594,13:51:02,30/04
68.38,2212,4595,13:51:03,30/04
68.44,2214,4596,13:51:04,30/04
68.38,2212,4597,13:51:05,30/04
68.44,2214,4598,13:51:06,30/04
68.41,2213,4599,13:51:07,30/04
68.44,2214,4600,13:51:08,30/04
68.44,2214,4601,13:51:09,30/04
68.41,2213,4602,13:51:10,30/04
68.32,2210,4603,13:51:11,30/04
68.44,2214,4604,13:51:12,30/04
68.5,2216,4605,13:51:13,30/04
68.41,2213,4606,13:51:14,30/04
68.38,2212,4607,13:51:15,30/04
68.44,2214,4608,13:51:16,30/04
68.44,2214,4609,13:51:17,30/04
68.32,2210,4610,13:51:18,30/04
68.41,2213,4611,13:51:19,30/04
68.44,2214,4612,13:51:20,30/04
68.38,2212,4613,13:51:21,30/04
68.38,2212,4614,13:51:22,30/04
36.75,1189,4615,13:51:23,30/04
68.47,2215,4616,13:51:24,30/04
68.47,2215,4617,13:51:25,30/04
68.5,2216,4618,13:51:26,30/04
68.5,2216,4619,13:51:27,30/04
68.47,2215,4620,13:51:28,30/04
68.59,2219,4621,13:51:29,30/04
68.62,2220,4622,13:51:30,30/04
68.66,2221,4623,13:51:31,30/04
68.66,2221,4624,13:51:32,30/04
36.94,1195,4625,13:51:33,30/04
68.62,2220,4626,13:51:34,30/04
68.59,2219,4627,13:51:35,30/04
68.59,2219,4628,13:51:36,30/04
68.59,2219,4629,13:51:37,30/04
68.53,2217,4630,13:51:38,30/04
68.66,2221,4631,13:51:39,30/04
68.56,2218,4632,13:51:40,30/04
68.59,2219,4633,13:51:41,30/04
68.62,2220,4634,13:51:42,30/04
36.88,1193,4635,13:51:43,30/04
68.56,2218,4636,13:51:44,30/04
68.62,2220,4637,13:51:45,30/04
68.53,2217,4638,13:51:46,30/04
68.53,2217,4639,13:51:47,30/04
68.56,2218,4640,13:51:48,30/04
68.53,2217,4641,13:51:49,30/04
68.53,2217,4642,13:51:50,30/04
68.53,2217,4643,13:51:51,30/04
68.53,2217,4644,13:51:52,30/04
36.82,1191,4645,13:51:53,30/04
68.53,2217,4646,13:51:54,30/04
68.59,2219,4647,13:51:55,30/04
68.53,2217,4648,13:51:56,30/04
68.53,2217,4649,13:51:57,30/04
68.56,2218,4650,13:51:58,30/04
68.62,2220,4651,13:51:59,30/04
68.53,2217,4652,13:52:00,30/04
68.53,2217,4653,13:52:01,30/04
68.56,2218,4654,13:52:02,30/04
68.59,2219,4655,13:52:03,30/04
68.56,2218,4656,13:52:04,30/04
68.53,2217,4657,13:52:05,30/04
68.47,2215,4658,13:52:06,30/04
68.62,2220,4659,13:52:07,30/04
68.5,2216,4660,13:52:08,30/04
68.56,2218,4661,13:52:09,30/04
68.62,2220,4662,13:52:10,30/04
68.53,2217,4663,13:52:11,30/04
68.5,2216,4664,13:52:12,30/04
68.78,2225,4665,13:52:13,30/04
68.78,2225,4666,13:52:14,30/04
68.78,2225,4667,13:52:15,30/04
68.81,2226,4668,13:52:16,30/04
68.75,2224,4669,13:52:17,30/04
68.66,2221,4670,13:52:18,30/04
68.75,2224,4671,13:52:19,30/04
68.84,2227,4672,13:52:20,30/04
68.75,2224,4673,13:52:21,30/04
68.69,2222,4674,13:52:22,30/04
68.75,2224,4675,13:52:23,30/04
68.66,2221,4676,13:52:24,30/04
68.66,2221,4677,13:52:25,30/04
68.78,2225,4678,13:52:26,30/04
68.72,2223,4679,13:52:27,30/04
68.69,2222,4680,13:52:28,30/04
68.69,2222,4681,13:52:29,30/04
68.66,2221,4682,13:52:30,30/04
68.62,2220,4683,13:52:31,30/04
68.66,2221,4684,13:52:32,30/04
68.66,2221,4685,13:52:33,30/04
68.59,2219,4686,13:52:34,30/04
68.59,2219,4687,13:52:35,30/04
68.56,2218,4688,13:52:36,30/04
68.66,2221,4689,13:52:37,30/04
68.56,2218,4690,13:52:38,30/04
68.62,2220,4691,13:52:39,30/04
68.62,2220,4692,13:52:40,30/04
68.66,2221,4693,13:52:41,30/04
68.69,2222,4694,13:52:42,30/04
68.62,2220,4695,13:52:43,30/04
68.59,2219,4696,13:52:44,30/04
68.62,2220,4697,13:52:45,30/04
68.72,2223,4698,13:52:46,30/04
68.72,2223,4699,13:52:47,30/04
68.66,2221,4700,13:52:48,30/04
68.59,2219,4701,13:52:50,30/04
68.72,2223,4702,13:52:51,30/04
68.66,2221,4703,13:52:52,30/04
68.69,2222,4704,13:52:53,30/04
68.59,2219,4705,13:52:54,30/04
68.62,2220,4706,13:52:55,30/04
68.69,2222,4707,13:52:56,30/04
68.56,2218,4708,13:52:57,30/04
68.66,2221,4709,13:52:58,30/04
37.0,1197,4710,13:52:59,30/04
68.66,2221,4711,13:53:00,30/04
68.59,2219,4712,13:53:01,30/04
68.62,2220,4713,13:53:02,30/04
68.62,2220,4714,13:53:03,30/04
68.59,2219,4715,13:53:04,30/04
68.59,2219,4716,13:53:05,30/04
68.59,2219,4717,13:53:06,30/04
68.56,2218,4718,13:53:07,30/04
37.0,1197,4719,13:53:08,30/04
68.59,2219,4720,13:53:09,30/04
68.66,2221,4721,13:53:10,30/04
68.59,2219,4722,13:53:11,30/04
68.56,2218,4723,13:53:12,30/04
36.97,1196,4724,13:53:13,30/04
68.56,2218,4725,13:53:14,30/04
68.56,2218,4726,13:53:15,30/04
68.59,2219,4727,13:53:16,30/04
68.66,2221,4728,13:53:17,30/04
68.56,2218,4729,13:53:18,30/04
68.66,2221,4730,13:53:19,30/04
68.62,2220,4731,13:53:20,30/04
68.53,2217,4732,13:53:21,30/04
68.56,2218,4733,13:53:22,30/04
37.09,1200,4734,13:53:23,30/04
68.66,2221,4735,13:53:24,30/04
68.59,2219,4736,13:53:25,30/04
68.56,2218,4737,13:53:26,30/04
68.62,2220,4738,13:53:27,30/04
36.91,1194,4739,13:53:28,30/04
68.53,2217,4740,13:53:29,30/04
68.56,2218,4741,13:53:30,30/04
68.59,2219,4743,13:53:31,30/04
68.56,2218,4744,13:53:32,30/04
36.82,1191,4745,13:53:33,30/04
68.47,2215,4746,13:53:34,30/04
68.59,2219,4747,13:53:35,30/04
68.53,2217,4748,13:53:36,30/04
68.62,2220,4749,13:53:37,30/04
68.59,2219,4750,13:53:38,30/04
68.56,2218,4751,13:53:39,30/04
68.56,2218,4752,13:53:40,30/04
68.56,2218,4753,13:53:41,30/04
68.5,2216,4754,13:53:42,30/04
36.94,1195,4755,13:53:43,30/04
68.47,2215,4756,13:53:44,30/04
68.59,2219,4757,13:53:45,30/04
68.5,2216,4758,13:53:46,30/04
68.5,2216,4759,13:53:47,30/04
36.91,1194,4760,13:53:48,30/04
68.56,2218,4761,13:53:49,30/04
68.5,2216,4762,13:53:50,30/04
68.5,2216,4763,13:53:51,30/04
68.56,2218,4764,13:53:52,30/04
36.94,1195,4765,13:53:53,30/04
68.59,2219,4766,13:53:54,30/04
68.56,2218,4767,13:53:55,30/04
68.59,2219,4768,13:53:56,30/04
68.56,2218,4769,13:53:57,30/04
36.85,1192,4770,13:53:58,30/04
36.91,1194,4771,13:53:59,30/04
68.66,2221,4772,13:54:00,30/04
68.59,2219,4773,13:54:01,30/04
68.56,2218,4774,13:54:02,30/04
36.91,1194,4775,13:54:03,30/04
68.62,2220,4776,13:54:04,30/04
68.59,2219,4777,13:54:05,30/04
68.53,2217,4778,13:54:06,30/04
68.62,2220,4779,13:54:07,30/04
37.0,1197,4780,13:54:08,30/04
68.56,2218,4781,13:54:09,30/04
68.62,2220,4782,13:54:10,30/04
68.62,2220,4783,13:54:11,30/04
68.62,2220,4784,13:54:12,30/04
68.56,2218,4785,13:54:13,30/04
68.59,2219,4786,13:54:14,30/04
68.62,2220,4787,13:54:15,30/04
68.62,2220,4788,13:54:16,30/04
68.59,2219,4789,13:54:17,30/04
68.66,2221,4790,13:54:18,30/04
68.72,2223,4791,13:54:19,30/04
68.56,2218,4792,13:54:20,30/04
68.53,2217,4793,13:54:21,30/04
68.62,2220,4794,13:54:22,30/04
68.62,2220,4795,13:54:23,30/04
68.59,2219,4796,13:54:24,30/04
68.62,2220,4797,13:54:25,30/04
68.62,2220,4798,13:54:26,30/04
68.69,2222,4799,13:54:27,30/04
37.03,1198,4800,13:54:28,30/04
68.66,2221,4801,13:54:29,30/04
68.66,2221,4802,13:54:30,30/04
68.66,2221,4803,13:54:31,30/04
68.62,2220,4804,13:54:32,30/04
36.97,1196,4805,13:54:33,30/04
68.66,2221,4806,13:54:34,30/04
68.62,2220,4807,13:54:35,30/04
68.69,2222,4808,13:54:36,30/04
68.59,2219,4809,13:54:37,30/04
68.69,2222,4810,13:54:38,30/04
68.62,2220,4811,13:54:39,30/04
68.62,2220,4812,13:54:40,30/04
68.66,2221,4813,13:54:41,30/04
68.56,2218,4814,13:54:42,30/04
68.66,2221,4815,13:54:43,30/04
68.56,2218,4816,13:54:44,30/04
68.62,2220,4817,13:54:45,30/04
68.59,2219,4818,13:54:46,30/04
68.62,2220,4819,13:54:47,30/04
37.0,1197,4820,13:54:48,30/04
68.69,2222,4821,13:54:49,30/04
68.66,2221,4822,13:54:50,30/04
68.66,2221,4823,13:54:51,30/04
68.75,2224,4824,13:54:52,30/04
68.72,2223,4825,13:54:53,30/04
68.75,2224,4826,13:54:54,30/04
68.69,2222,4827,13:54:55,30/04
68.66,2221,4828,13:54:56,30/04
68.62,2220,4829,13:54:57,30/04
68.69,2222,4830,13:54:58,30/04
37.03,1198,4831,13:54:59,30/04
68.66,2221,4832,13:55:00,30/04
68.72,2223,4833,13:55:01,30/04
68.66,2221,4834,13:55:02,30/04
37.06,1199,4835,13:55:03,30/04
68.66,2221,4836,13:55:04,30/04
68.69,2222,4837,13:55:05,30/04
68.62,2220,4838,13:55:06,30/04
68.66,2221,4839,13:55:07,30/04
68.69,2222,4840,13:55:08,30/04
68.72,2223,4841,13:55:09,30/04
68.69,2222,4842,13:55:10,30/04
68.81,2226,4843,13:55:11,30/04
68.69,2222,4844,13:55:12,30/04
37.0,1197,4845,13:55:13,30/04
68.69,2222,4846,13:55:14,30/04
68.72,2223,4847,13:55:15,30/04
68.78,2225,4848,13:55:16,30/04
68.59,2219,4849,13:55:17,30/04
37.06,1199,4850,13:55:18,30/04
68.62,2220,4851,13:55:19,30/04
68.62,2220,4852,13:55:20,30/04
68.69,2222,4853,13:55:21,30/04
68.72,2223,4854,13:55:22,30/04
37.0,1197,4855,13:55:23,30/04
68.69,2222,4856,13:55:24,30/04
68.66,2221,4857,13:55:25,30/04
68.69,2222,4858,13:55:26,30/04
68.66,2221,4859,13:55:27,30/04
37.06,1199,4860,13:55:28,30/04
68.69,2222,4861,13:55:29,30/04
68.66,2221,4862,13:55:30,30/04
68.75,2224,4863,13:55:31,30/04
68.72,2223,4864,13:55:32,30/04
68.69,2222,4865,13:55:33,30/04
68.72,2223,4866,13:55:34,30/04
68.72,2223,4867,13:55:35,30/04
68.66,2221,4868,13:55:36,30/04
68.69,2222,4869,13:55:37,30/04
68.75,2224,4870,13:55:38,30/04
68.69,2222,4871,13:55:39,30/04
68.75,2224,4872,13:55:40,30/04
68.66,2221,4873,13:55:41,30/04
68.75,2224,4874,13:55:42,30/04
68.81,2226,4875,13:55:43,30/04
68.75,2224,4876,13:55:44,30/04
68.69,2222,4877,13:55:45,30/04
68.62,2220,4878,13:55:46,30/04
68.69,2222,4879,13:55:47,30/04
68.69,2222,4880,13:55:48,30/04
68.78,2225,4881,13:55:49,30/04
68.69,2222,4882,13:55:50,30/04
68.69,2222,4883,13:55:51,30/04
68.72,2223,4884,13:55:52,30/04
68.75,2224,4885,13:55:53,30/04
68.87,2228,4886,13:55:54,30/04
68.69,2222,4887,13:55:55,30/04
68.75,2224,4888,13:55:56,30/04
68.66,2221,4889,13:55:57,30/04
68.69,2222,4890,13:55:58,30/04
68.72,2223,4891,13:55:59,30/04
68.72,2223,4892,13:56:00,30/04
68.75,2224,4893,13:56:01,30/04
68.66,2221,4894,13:56:02,30/04
68.66,2221,4895,13:56:03,30/04
68.72,2223,4896,13:56:04,30/04
68.72,2223,4897,13:56:05,30/04
68.75,2224,4898,13:56:06,30/04
68.62,2220,4899,13:56:07,30/04
68.66,2221,4900,13:56:08,30/04
68.75,2224,4901,13:56:09,30/04
68.72,2223,4902,13:56:10,30/04
68.75,2224,4903,13:56:11,30/04
68.72,2223,4904,13:56:12,30/04
68.69,2222,4905,13:56:13,30/04
68.75,2224,4906,13:56:14,30/04
68.78,2225,4907,13:56:15,30/04
68.87,2228,4908,13:56:16,30/04
68.78,2225,4909,13:56:17,30/04
68.75,2224,4910,13:56:18,30/04
68.84,2227,4911,13:56:19,30/04
68.81,2226,4912,13:56:20,30/04
68.84,2227,4913,13:56:21,30/04
68.81,2226,4914,13:56:22,30/04
68.87,2228,4915,13:56:24,30/04
68.78,2225,4916,13:56:25,30/04
68.87,2228,4917,13:56:26,30/04
68.84,2227,4918,13:56:27,30/04
68.87,2228,4919,13:56:28,30/04
68.78,2225,4920,13:56:29,30/04
68.84,2227,4921,13:56:30,30/04
68.87,2228,4922,13:56:31,30/04
68.81,2226,4923,13:56:32,30/04
68.78,2225,4924,13:56:33,30/04
68.84,2227,4925,13:56:34,30/04
68.87,2228,4926,13:56:35,30/04
68.87,2228,4927,13:56:36,30/04
68.84,2227,4928,13:56:37,30/04
68.81,2226,4929,13:56:38,30/04
68.84,2227,4930,13:56:39,30/04
68.87,2228,4931,13:56:40,30/04
68.9,2229,4932,13:56:41,30/04
68.81,2226,4933,13:56:42,30/04
37.16,1202,4934,13:56:43,30/04
68.84,2227,4935,13:56:44,30/04
68.81,2226,4936,13:56:45,30/04
68.84,2227,4937,13:56:46,30/04
68.87,2228,4938,13:56:47,30/04
37.19,1203,4939,13:56:48,30/04
68.87,2228,4940,13:56:49,30/04
68.81,2226,4941,13:56:50,30/04
68.78,2225,4942,13:56:51,30/04
68.81,2226,4943,13:56:52,30/04
68.81,2226,4944,13:56:53,30/04
68.72,2223,4945,13:56:54,30/04
68.78,2225,4946,13:56:55,30/04
68.78,2225,4947,13:56:56,30/04
68.81,2226,4948,13:56:57,30/04
37.13,1201,4949,13:56:58,30/04
37.13,1201,4950,13:56:59,30/04
68.84,2227,4951,13:57:00,30/04
68.78,2225,4952,13:57:01,30/04
68.84,2227,4953,13:57:02,30/04
37.13,1201,4954,13:57:03,30/04
68.81,2226,4955,13:57:04,30/04
68.78,2225,4956,13:57:05,30/04
68.78,2225,4957,13:57:06,30/04
68.81,2226,4958,13:57:07,30/04
37.13,1201,4959,13:57:08,30/04
68.78,2225,4960,13:57:09,30/04
68.84,2227,4962,13:57:10,30/04
68.81,2226,4963,13:57:11,30/04
68.78,2225,4964,13:57:12,30/04
68.81,2226,4965,13:57:13,30/04
68.87,2228,4966,13:57:14,30/04
68.81,2226,4967,13:57:15,30/04
68.84,2227,4968,13:57:16,30/04
68.78,2225,4969,13:57:17,30/04
68.78,2225,4970,13:57:18,30/04
68.78,2225,4971,13:57:19,30/04
68.84,2227,4972,13:57:20,30/04
68.75,2224,4973,13:57:21,30/04
69.0,2232,4974,13:57:22,30/04
37.22,1204,4975,13:57:23,30/04
68.81,2226,4976,13:57:24,30/04
68.78,2225,4977,13:57:25,30/04
68.87,2228,4978,13:57:26,30/04
68.72,2223,4979,13:57:27,30/04
68.72,2223,4980,13:57:28,30/04
68.78,2225,4981,13:57:29,30/04
68.78,2225,4982,13:57:30,30/04
68.78,2225,4983,13:57:31,30/04
68.78,2225,4984,13:57:32,30/04
68.81,2226,4985,13:57:33,30/04
68.72,2223,4986,13:57:34,30/04
68.81,2226,4987,13:57:35,30/04
68.81,2226,4988,13:57:36,30/04
68.81,2226,4989,13:57:37,30/04
37.16,1202,4990,13:57:38,30/04
68.78,2225,4991,13:57:39,30/04
68.87,2228,4992,13:57:40,30/04
68.72,2223,4993,13:57:41,30/04
68.81,2226,4994,13:57:42,30/04
37.16,1202,4995,13:57:43,30/04
68.81,2226,4996,13:57:44,30/04
68.81,2226,4997,13:57:45,30/04
68.81,2226,4998,13:57:46,30/04
68.81,2226,4999,13:57:47,30/04
68.87,2228,5000,13:57:48,30/04
68.75,2224,5001,13:57:49,30/04
68.81,2226,5002,13:57:50,30/04
68.78,2225,5003,13:57:51,30/04
68.81,2226,5004,13:57:52,30/04
37.13,1201,5005,13:57:53,30/04
68.75,2224,5006,13:57:54,30/04
68.78,2225,5007,13:57:55,30/04
68.84,2227,5008,13:57:56,30/04
68.78,2225,5009,13:57:57,30/04
37.13,1201,5010,13:57:58,30/04
68.78,2225,5011,13:57:59,30/04
68.81,2226,5012,13:58:00,30/04
68.84,2227,5013,13:58:01,30/04
68.78,2225,5014,13:58:02,30/04
68.81,2226,5015,13:58:03,30/04
68.75,2224,5016,13:58:04,30/04
68.72,2223,5017,13:58:05,30/04
68.72,2223,5018,13:58:06,30/04
68.72,2223,5019,13:58:07,30/04
68.78,2225,5020,13:58:08,30/04
68.81,2226,5021,13:58:09,30/04
68.75,2224,5022,13:58:10,30/04
68.69,2222,5023,13:58:11,30/04
68.72,2223,5024,13:58:12,30/04
68.81,2226,5025,13:58:13,30/04
68.75,2224,5026,13:58:14,30/04
68.72,2223,5027,13:58:15,30/04
68.69,2222,5028,13:58:16,30/04
68.72,2223,5029,13:58:17,30/04
68.75,2224,5030,13:58:18,30/04
68.69,2222,5031,13:58:19,30/04
68.72,2223,5032,13:58:20,30/04
68.78,2225,5033,13:58:21,30/04
68.75,2224,5034,13:58:22,30/04
68.78,2225,5035,13:58:23,30/04
68.72,2223,5036,13:58:24,30/04
68.78,2225,5037,13:58:25,30/04
68.78,2225,5038,13:58:26,30/04
68.75,2224,5039,13:58:27,30/04
37.09,1200,5040,13:58:28,30/04
68.75,2224,5041,13:58:29,30/04
68.75,2224,5042,13:58:30,30/04
68.75,2224,5043,13:58:31,30/04
68.75,2224,5044,13:58:32,30/04
37.13,1201,5045,13:58:33,30/04
68.69,2222,5046,13:58:34,30/04
68.69,2222,5047,13:58:35,30/04
68.69,2222,5048,13:58:36,30/04
68.75,2224,5049,13:58:37,30/04
37.13,1201,5050,13:58:38,30/04
68.69,2222,5051,13:58:39,30/04
68.66,2221,5052,13:58:40,30/04
68.78,2225,5053,13:58:41,30/04
68.72,2223,5054,13:58:42,30/04
68.72,2223,5055,13:58:43,30/04
68.66,2221,5056,13:58:44,30/04
68.72,2223,5057,13:58:45,30/04
68.75,2224,5058,13:58:46,30/04
68.69,2222,5059,13:58:47,30/04
37.03,1198,5060,13:58:48,30/04
68.72,2223,5061,13:58:49,30/04
68.75,2224,5062,13:58:50,30/04
68.72,2223,5063,13:58:51,30/04
68.75,2224,5064,13:58:52,30/04
68.75,2224,5065,13:58:53,30/04
68.66,2221,5066,13:58:54,30/04
68.75,2224,5067,13:58:55,30/04
68.78,2225,5068,13:58:56,30/04
68.75,2224,5069,13:58:57,30/04
37.16,1202,5070,13:58:58,30/04
37.03,1198,5071,13:58:59,30/04
68.66,2221,5072,13:59:00,30/04
68.75,2224,5073,13:59:01,30/04
68.75,2224,5074,13:59:02,30/04
37.13,1201,5075,13:59:03,30/04
68.78,2225,5076,13:59:04,30/04
68.69,2222,5077,13:59:05,30/04
68.75,2224,5078,13:59:06,30/04
68.72,2223,5079,13:59:07,30/04
37.09,1200,5080,13:59:08,30/04
68.75,2224,5081,13:59:09,30/04
68.81,2226,5082,13:59:10,30/04
68.87,2228,5083,13:59:11,30/04
68.75,2224,5084,13:59:12,30/04
37.13,1201,5085,13:59:13,30/04
68.81,2226,5086,13:59:14,30/04
68.69,2222,5087,13:59:15,30/04
68.78,2225,5088,13:59:16,30/04
68.81,2226,5089,13:59:17,30/04
37.06,1199,5090,13:59:18,30/04
68.75,2224,5091,13:59:19,30/04
68.75,2224,5092,13:59:20,30/04
68.78,2225,5093,13:59:21,30/04
68.69,2222,5094,13:59:22,30/04
68.72,2223,5095,13:59:23,30/04
68.72,2223,5096,13:59:24,30/04
68.69,2222,5097,13:59:25,30/04
68.75,2224,5098,13:59:26,30/04
68.72,2223,5099,13:59:27,30/04
68.78,2225,5100,13:59:28,30/04
68.75,2224,5101,13:59:29,30/04
68.78,2225,5102,13:59:30,30/04
68.72,2223,5103,13:59:31,30/04
68.72,2223,5104,13:59:32,30/04
68.72,2223,5105,13:59:33,30/04
68.72,2223,5106,13:59:34,30/04
68.75,2224,5107,13:59:35,30/04
68.66,2221,5108,13:59:36,30/04
68.69,2222,5109,13:59:37,30/04
68.72,2223,5110,13:59:38,30/04
68.69,2222,5111,13:59:39,30/04
68.66,2221,5112,13:59:40,30/04
68.78,2225,5113,13:59:41,30/04
68.78,2225,5114,13:59:42,30/04
68.75,2224,5115,13:59:43,30/04
68.72,2223,5116,13:59:44,30/04
68.75,2224,5117,13:59:45,30/04
68.75,2224,5118,13:59:46,30/04
68.69,2222,5119,13:59:47,30/04
68.75,2224,5120,13:59:48,30/04
68.69,2222,5121,13:59:49,30/04
68.75,2224,5122,13:59:50,30/04
68.69,2222,5123,13:59:51,30/04
68.84,2227,5124,13:59:52,30/04
68.72,2223,5125,13:59:53,30/04
68.81,2226,5126,13:59:54,30/04
68.72,2223,5127,13:59:55,30/04
68.66,2221,5128,13:59:56,30/04
68.66,2221,5129,13:59:57,30/04
37.13,1201,5130,13:59:58,30/04
68.66,2221,5131,13:59:59,30/04
68.66,2221,5132,14:00:00,30/04
68.72,2223,5133,14:00:01,30/04
68.75,2224,5134,14:00:02,30/04
68.69,2222,5135,14:00:03,30/04
68.75,2224,5136,14:00:04,30/04
68.66,2221,5137,14:00:06,30/04
68.75,2224,5138,14:00:07,30/04
68.81,2226,5139,14:00:08,30/04
68.62,2220,5140,14:00:09,30/04
68.75,2224,5141,14:00:10,30/04
68.72,2223,5142,14:00:11,30/04
68.78,2225,5143,14:00:12,30/04
68.72,2223,5144,14:00:13,30/04
68.78,2225,5145,14:00:14,30/04
68.75,2224,5146,14:00:15,30/04
68.78,2225,5147,14:00:16,30/04
68.72,2223,5148,14:00:17,30/04
68.66,2221,5149,14:00:18,30/04
68.75,2224,5150,14:00:19,30/04
68.78,2225,5151,14:00:20,30/04
68.75,2224,5152,14:00:21,30/04
68.75,2224,5153,14:00:22,30/04
68.78,2225,5154,14:00:23,30/04
68.75,2224,5155,14:00:24,30/04
68.84,2227,5156,14:00:25,30/04
68.84,2227,5157,14:00:26,30/04
68.72,2223,5158,14:00:27,30/04
37.09,1200,5159,14:00:28,30/04
68.78,2225,5160,14:00:29,30/04
68.81,2226,5161,14:00:30,30/04
68.84,2227,5162,14:00:31,30/04
68.75,2224,5163,14:00:32,30/04
37.16,1202,5164,14:00:33,30/04
68.78,2225,5165,14:00:34,30/04
68.72,2223,5166,14:00:35,30/04
68.81,2226,5167,14:00:36,30/04
68.72,2223,5168,14:00:37,30/04
37.13,1201,5169,14:00:38,30/04
68.72,2223,5170,14:00:39,30/04
68.75,2224,5171,14:00:40,30/04
68.75,2224,5172,14:00:41,30/04
68.75,2224,5173,14:00:42,30/04
68.81,2226,5174,14:00:43,30/04
68.78,2225,5175,14:00:44,30/04
68.78,2225,5176,14:00:45,30/04
68.69,2222,5177,14:00:46,30/04
68.72,2223,5178,14:00:47,30/04
37.09,1200,5179,14:00:48,30/04
68.66,2221,5180,14:00:49,30/04
68.72,2223,5182,14:00:50,30/04
68.72,2223,5183,14:00:51,30/04
68.75,2224,5184,14:00:52,30/04
