Moisture Level,Raw ADC,Time in s,Time of Day,Date
NEW TEST
0.0,0,2547,13:16:55,30/04
0.43,14,2548,13:16:56,30/04
0.0,0,2549,13:16:57,30/04
0.0,0,2550,13:16:58,30/04
0.0,0,2551,13:16:59,30/04
0.31,10,2552,13:17:00,30/04
0.0,0,2553,13:17:01,30/04
0.0,0,2554,13:17:02,30/04
0.0,0,2555,13:17:03,30/04
0.15,5,2556,13:17:04,30/04
0.0,0,2557,13:17:05,30/04
0.0,0,2558,13:17:06,30/04
0.0,0,2559,13:17:07,30/04
0.06,2,2560,13:17:08,30/04
0.0,0,2561,13:17:09,30/04
0.0,0,2562,13:17:10,30/04
0.28,9,2563,13:17:11,30/04
0.06,2,2564,13:17:12,30/04
0.0,0,2565,13:17:13,30/04
0.0,0,2566,13:17:14,30/04
0.25,8,2567,13:17:15,30/04
0.03,1,2568,13:17:16,30/04
0.0,0,2569,13:17:17,30/04
0.0,0,2570,13:17:18,30/04
0.31,10,2571,13:17:19,30/04
0.0,0,2572,13:17:20,30/04
0.0,0,2573,13:17:21,30/04
0.25,8,2574,13:17:22,30/04
0.03,1,2575,13:17:23,30/04
0.0,0,2576,13:17:24,30/04
0.0,0,2577,13:17:25,30/04
0.37,12,2578,13:17:26,30/04
0.0,0,2579,13:17:27,30/04
0.0,0,2580,13:17:28,30/04
0.0,0,2581,13:17:29,30/04
0.19,6,2582,13:17:30,30/04
0.0,0,2583,13:17:31,30/04
0.0,0,2584,13:17:32,30/04
0.34,11,2585,13:17:33,30/04
0.0,0,2586,13:17:34,30/04
0.0,0,2587,13:17:35,30/04
0.0,0,2588,13:17:36,30/04
0.06,2,2589,13:17:37,30/04
0.0,0,2590,13:17:38,30/04
0.28,9,2591,13:17:39,30/04
0.0,0,2592,13:17:40,30/04
0.0,0,2593,13:17:41,30/04
0.0,0,2594,13:17:42,30/04
0.31,10,2595,13:17:43,30/04
0.0,0,2596,13:17:44,30/04
0.0,0,2597,13:17:45,30/04
0.31,10,2598,13:17:46,30/04
0.0,0,2599,13:17:47,30/04
0.0,0,2600,13:17:48,30/04
0.0,0,2601,13:17:49,30/04
0.25,8,2602,13:17:50,30/04
0.0,0,2603,13:17:51,30/04
0.0,0,2604,13:17:52,30/04
0.0,0,2605,13:17:53,30/04
0.09,3,2606,13:17:54,30/04
0.0,0,2607,13:17:55,30/04
0.0,0,2608,13:17:56,30/04
0.0,0,2609,13:17:57,30/04
0.06,2,2610,13:17:58,30/04
0.0,0,2611,13:17:59,30/04
0.0,0,2612,13:18:00,30/04
0.0,0,2613,13:18:01,30/04
0.31,10,2614,13:18:02,30/04
0.06,2,2615,13:18:03,30/04
0.0,0,2616,13:18:04,30/04
0.0,0,2617,13:18:05,30/04
0.22,7,2618,13:18:06,30/04
0.0,0,2619,13:18:07,30/04
0.0,0,2620,13:18:08,30/04
0.0,0,2621,13:18:09,30/04
0.4,13,2622,13:18:10,30/04
0.0,0,2623,13:18:11,30/04
0.0,0,2624,13:18:12,30/04
0.0,0,2625,13:18:13,30/04
0.12,4,2626,13:18:14,30/04
0.0,0,2627,13:18:15,30/04
0.0,0,2628,13:18:16,30/04
0.34,11,2629,13:18:17,30/04
0.0,0,2630,13:18:18,30/04
0.0,0,2631,13:18:19,30/04
0.0,0,2632,13:18:20,30/04
0.31,10,2633,13:18:21,30/04
0.0,0,2634,13:18:22,30/04
0.0,0,2635,13:18:23,30/04
0.0,0,2636,13:18:24,30/04
0.06,2,2637,13:18:25,30/04
0.0,0,2638,13:18:26,30/04
0.0,0,2639,13:18:27,30/04
0.25,8,2640,13:18:28,30/04
0.06,2,2641,13:18:29,30/04
0.0,0,2642,13:18:30,30/04
0.0,0,2643,13:18:31,30/04
0.12,4,2644,13:18:32,30/04
0.0,0,2645,13:18:33,30/04
0.0,0,2646,13:18:34,30/04
0.12,4,2647,13:18:35,30/04
0.0,0,2648,13:18:36,30/04
0.0,0,2649,13:18:37,30/04
0.34,11,2650,13:18:38,30/04
0.0,0,2651,13:18:39,30/04
0.0,0,2652,13:18:40,30/04
0.0,0,2653,13:18:41,30/04
0.0,0,2654,13:18:42,30/04
0.0,0,2655,13:18:43,30/04
0.0,0,2656,13:18:44,30/04
0.15,5,2657,13:18:45,30/04
0.0,0,2658,13:18:46,30/04
0.0,0,2659,13:18:47,30/04
0.0,0,2660,13:18:48,30/04
0.0,0,2661,13:18:49,30/04
0.0,0,2662,13:18:50,30/04
0.09,3,2663,13:18:51,30/04
0.0,0,2664,13:18:52,30/04
0.0,0,2665,13:18:53,30/04
0.19,6,2666,13:18:54,30/04
0.0,0,2667,13:18:55,30/04
0.0,0,2668,13:18:56,30/04
0.34,11,2669,13:18:57,30/04
0.0,0,2670,13:18:58,30/04
0.0,0,2671,13:18:59,30/04
0.34,11,2672,13:19:00,30/04
0.0,0,2673,13:19:01,30/04
0.0,0,2674,13:19:02,30/04
0.0,0,2675,13:19:03,30/04
0.0,0,2676,13:19:04,30/04
0.0,0,2677,13:19:05,30/04
0.0,0,2678,13:19:06,30/04
0.0,0,2679,13:19:07,30/04
0.0,0,2680,13:19:08,30/04
0.0,0,2681,13:19:09,30/04
0.09,3,2682,13:19:10,30/04
0.0,0,2683,13:19:11,30/04
0.28,9,2684,13:19:12,30/04
0.0,0,2685,13:19:13,30/04
0.0,0,2686,13:19:14,30/04
0.31,10,2687,13:19:15,30/04
0.0,0,2688,13:19:16,30/04
0.0,0,2689,13:19:17,30/04
0.0,0,2690,13:19:18,30/04
0.0,0,2691,13:19:19,30/04
0.0,0,2692,13:19:20,30/04
0.0,0,2693,13:19:21,30/04
0.0,0,2694,13:19:22,30/04
0.31,10,2695,13:19:23,30/04
0.0,0,2696,13:19:24,30/04
0.0,0,2697,13:19:25,30/04
0.0,0,2698,13:19:26,30/04
0.06,2,2699,13:19:27,30/04
0.0,0,2700,13:19:28,30/04
0.25,8,2701,13:19:29,30/04
0.0,0,2702,13:19:30,30/04
0.0,0,2703,13:19:31,30/04
0.0,0,2704,13:19:32,30/04
0.12,4,2705,13:19:33,30/04
0.0,0,2706,13:19:34,30/04
0.0,0,2707,13:19:35,30/04
0.0,0,2708,13:19:36,30/04
0.0,0,2709,13:19:37,30/04
0.0,0,2710,13:19:39,30/04
0.0,0,2711,13:19:40,30/04
0.0,0,2712,13:19:41,30/04
0.0,0,2713,13:19:42,30/04
0.09,3,2714,13:19:43,30/04
0.0,0,2715,13:19:44,30/04
0.0,0,2716,13:19:45,30/04
0.25,8,2717,13:19:46,30/04
0.0,0,2718,13:19:47,30/04
0.0,0,2719,13:19:48,30/04
0.25,8,2720,13:19:49,30/04
0.0,0,2721,13:19:50,30/04
0.0,0,2722,13:19:51,30/04
0.12,4,2723,13:19:52,30/04
0.0,0,2724,13:19:53,30/04
0.0,0,2725,13:19:54,30/04
0.25,8,2726,13:19:55,30/04
0.0,0,2727,13:19:56,30/04
0.0,0,2728,13:19:57,30/04
0.0,0,2729,13:19:58,30/04
0.15,5,2730,13:19:59,30/04
0.0,0,2731,13:20:00,30/04
0.0,0,2732,13:20:01,30/04
0.31,10,2733,13:20:02,30/04
0.0,0,2734,13:20:03,30/04
0.0,0,2735,13:20:04,30/04
0.19,6,2736,13:20:05,30/04
0.0,0,2737,13:20:06,30/04
0.0,0,2738,13:20:07,30/04
0.31,10,2739,13:20:08,30/04
0.0,0,2740,13:20:09,30/04
0.0,0,2741,13:20:10,30/04
0.34,11,2742,13:20:11,30/04
0.0,0,2743,13:20:12,30/04
0.0,0,2744,13:20:13,30/04
0.43,14,2745,13:20:14,30/04
0.0,0,2746,13:20:15,30/04
0.0,0,2747,13:20:16,30/04
0.0,0,2748,13:20:17,30/04
0.0,0,2749,13:20:18,30/04
0.19,6,2750,13:20:19,30/04
0.0,0,2751,13:20:20,30/04
0.4,13,2753,13:20:21,30/04
0.0,0,2754,13:20:22,30/04
0.0,0,2755,13:20:23,30/04
0.19,6,2756,13:20:24,30/04
0.0,0,2757,13:20:25,30/04
0.0,0,2758,13:20:26,30/04
0.0,0,2759,13:20:27,30/04
0.0,0,2760,13:20:28,30/04
0.0,0,2761,13:20:29,30/04
0.0,0,2762,13:20:30,30/04
0.0,0,2763,13:20:31,30/04
0.22,7,2764,13:20:32,30/04
0.0,0,2765,13:20:33,30/04
0.0,0,2766,13:20:34,30/04
0.0,0,2767,13:20:35,30/04
0.06,2,2768,13:20:36,30/04
0.0,0,2769,13:20:37,30/04
0.0,0,2770,13:20:38,30/04
0.03,1,2771,13:20:39,30/04
0.0,0,2772,13:20:40,30/04
0.0,0,2773,13:20:41,30/04
0.0,0,2774,13:20:42,30/04
0.0,0,2775,13:20:43,30/04
0.0,0,2776,13:20:44,30/04
0.03,1,2777,13:20:45,30/04
0.0,0,2778,13:20:46,30/04
0.0,0,2779,13:20:47,30/04
0.0,0,2780,13:20:48,30/04
0.0,0,2781,13:20:49,30/04
0.0,0,2782,13:20:50,30/04
0.0,0,2783,13:20:51,30/04
0.0,0,2784,13:20:52,30/04
0.31,10,2785,13:20:53,30/04
0.0,0,2786,13:20:54,30/04
0.0,0,2787,13:20:55,30/04
0.03,1,2788,13:20:56,30/04
0.0,0,2789,13:20:57,30/04
0.34,11,2790,13:20:58,30/04
0.0,0,2791,13:20:59,30/04
0.0,0,2792,13:21:00,30/04
0.22,7,2793,13:21:01,30/04
0.0,0,2794,13:21:02,30/04
0.0,0,2795,13:21:03,30/04
0.03,1,2796,13:21:04,30/04
0.0,0,2797,13:21:05,30/04
0.03,1,2798,13:21:06,30/04
0.0,0,2799,13:21:07,30/04
0.0,0,2800,13:21:08,30/04
0.34,11,2801,13:21:09,30/04
0.0,0,2802,13:21:10,30/04
0.0,0,2803,13:21:11,30/04
0.19,6,2804,13:21:12,30/04
0.0,0,2805,13:21:13,30/04
0.0,0,2806,13:21:14,30/04
0.37,12,2807,13:21:15,30/04
0.0,0,2808,13:21:16,30/04
0.0,0,2809,13:21:17,30/04
0.31,10,2810,13:21:18,30/04
0.0,0,2811,13:21:19,30/04
0.0,0,2812,13:21:20,30/04
0.28,9,2813,13:21:21,30/04
0.0,0,2814,13:21:22,30/04
0.0,0,2815,13:21:23,30/04
0.0,0,2816,13:21:24,30/04
0.06,2,2817,13:21:25,30/04
0.0,0,2818,13:21:26,30/04
0.0,0,2819,13:21:27,30/04
0.12,4,2820,13:21:28,30/04
0.0,0,2821,13:21:29,30/04
0.0,0,2822,13:21:30,30/04
0.12,4,2823,13:21:31,30/04
0.0,0,2824,13:21:32,30/04
0.0,0,2825,13:21:33,30/04
0.28,9,2826,13:21:34,30/04
0.0,0,2827,13:21:35,30/04
0.0,0,2828,13:21:36,30/04
0.0,0,2829,13:21:37,30/04
0.0,0,2830,13:21:38,30/04
0.0,0,2831,13:21:39,30/04
0.0,0,2832,13:21:40,30/04
0.09,3,2833,13:21:41,30/04
0.0,0,2834,13:21:42,30/04
0.0,0,2835,13:21:43,30/04
0.34,11,2836,13:21:44,30/04
0.0,0,2837,13:21:45,30/04
0.0,0,2838,13:21:46,30/04
0.43,14,2839,13:21:47,30/04
0.0,0,2840,13:21:48,30/04
0.0,0,2841,13:21:49,30/04
0.31,10,2842,13:21:50,30/04
0.0,0,2843,13:21:51,30/04
0.0,0,2844,13:21:52,30/04
0.4,13,2845,13:21:53,30/04
0.0,0,2846,13:21:54,30/04
0.0,0,2847,13:21:55,30/04
0.28,9,2848,13:21:56,30/04
0.0,0,2849,13:21:57,30/04
0.0,0,2850,13:21:58,30/04
0.25,8,2851,13:21:59,30/04
0.0,0,2852,13:22:00,30/04
0.0,0,2853,13:22:01,30/04
0.0,0,2854,13:22:02,30/04
0.09,3,2855,13:22:03,30/04
0.0,0,2856,13:22:04,30/04
0.0,0,2857,13:22:05,30/04
0.12,4,2858,13:22:06,30/04
0.0,0,2859,13:22:07,30/04
0.22,7,2860,13:22:08,30/04
0.0,0,2861,13:22:09,30/04
0.0,0,2862,13:22:10,30/04
0.31,10,2863,13:22:11,30/04
0.0,0,2864,13:22:12,30/04
0.0,0,2865,13:22:13,30/04
0.0,0,2866,13:22:14,30/04
0.0,0,2867,13:22:15,30/04
0.0,0,2868,13:22:16,30/04
0.0,0,2869,13:22:17,30/04
0.0,0,2870,13:22:18,30/04
0.06,2,2871,13:22:19,30/04
0.0,0,2872,13:22:20,30/04
0.0,0,2873,13:22:21,30/04
0.03,1,2874,13:22:22,30/04
0.0,0,2875,13:22:23,30/04
0.31,10,2876,13:22:24,30/04
0.0,0,2877,13:22:25,30/04
0.0,0,2878,13:22:26,30/04
0.0,0,2879,13:22:27,30/04
0.0,0,2880,13:22:28,30/04
0.06,2,2881,13:22:29,30/04
0.0,0,2882,13:22:30,30/04
0.25,8,2883,13:22:31,30/04
0.0,0,2884,13:22:32,30/04
0.0,0,2885,13:22:33,30/04
0.06,2,2886,13:22:34,30/04
0.0,0,2887,13:22:35,30/04
0.0,0,2888,13:22:36,30/04
0.0,0,2889,13:22:37,30/04
0.0,0,2890,13:22:38,30/04
0.09,3,2891,13:22:39,30/04
0.0,0,2892,13:22:40,30/04
0.0,0,2893,13:22:41,30/04
0.06,2,2894,13:22:42,30/04
0.0,0,2895,13:22:43,30/04
0.0,0,2896,13:22:44,30/04
0.0,0,2897,13:22:45,30/04
0.0,0,2898,13:22:46,30/04
0.25,8,2899,13:22:47,30/04
0.0,0,2900,13:22:48,30/04
0.0,0,2901,13:22:49,30/04
0.31,10,2902,13:22:50,30/04
0.0,0,2903,13:22:51,30/04
0.0,0,2904,13:22:52,30/04
0.09,3,2905,13:22:53,30/04
0.0,0,2906,13:22:54,30/04
0.12,4,2907,13:22:55,30/04
0.0,0,2908,13:22:56,30/04
0.0,0,2909,13:22:57,30/04
0.31,10,2910,13:22:58,30/04
0.0,0,2911,13:22:59,30/04
0.0,0,2912,13:23:00,30/04
0.34,11,2913,13:23:01,30/04
0.0,0,2914,13:23:02,30/04
0.0,0,2915,13:23:03,30/04
0.34,11,2916,13:23:04,30/04
0.0,0,2917,13:23:05,30/04
0.0,0,2918,13:23:06,30/04
0.25,8,2919,13:23:07,30/04
0.0,0,2920,13:23:08,30/04
0.0,0,2921,13:23:09,30/04
0.31,10,2922,13:23:10,30/04
0.0,0,2923,13:23:12,30/04
0.0,0,2924,13:23:13,30/04
0.31,10,2925,13:23:14,30/04
0.0,0,2926,13:23:15,30/04
0.0,0,2927,13:23:16,30/04
0.28,9,2928,13:23:17,30/04
0.0,0,2929,13:23:18,30/04
0.0,0,2930,13:23:19,30/04
0.34,11,2931,13:23:20,30/04
0.0,0,2932,13:23:21,30/04
0.0,0,2933,13:23:22,30/04
0.09,3,2934,13:23:23,30/04
0.0,0,2935,13:23:24,30/04
0.0,0,2936,13:23:25,30/04
0.19,6,2937,13:23:26,30/04
0.0,0,2938,13:23:27,30/04
0.28,9,2939,13:23:28,30/04
0.0,0,2940,13:23:29,30/04
0.0,0,2941,13:23:30,30/04
0.0,0,2942,13:23:31,30/04
0.06,2,2943,13:23:32,30/04
0.0,0,2944,13:23:33,30/04
0.0,0,2945,13:23:34,30/04
0.15,5,2946,13:23:35,30/04
0.0,0,2947,13:23:36,30/04
0.0,0,2948,13:23:37,30/04
0.12,4,2949,13:23:38,30/04
0.0,0,2950,13:23:39,30/04
0.0,0,2951,13:23:40,30/04
0.06,2,2952,13:23:41,30/04
0.0,0,2953,13:23:42,30/04
0.19,6,2954,13:23:43,30/04
0.0,0,2955,13:23:44,30/04
0.0,0,2956,13:23:45,30/04
0.34,11,2957,13:23:46,30/04
0.0,0,2958,13:23:47,30/04
0.0,0,2959,13:23:48,30/04
0.34,11,2960,13:23:49,30/04
0.0,0,2961,13:23:50,30/04
0.0,0,2962,13:23:51,30/04
0.25,8,2963,13:23:52,30/04
0.0,0,2964,13:23:53,30/04
0.0,0,2966,13:23:54,30/04
0.0,0,2967,13:23:55,30/04
0.19,6,2968,13:23:56,30/04
0.0,0,2969,13:23:57,30/04
0.0,0,2970,13:23:58,30/04
0.31,10,2971,13:23:59,30/04
0.0,0,2972,13:24:00,30/04
0.0,0,2973,13:24:01,30/04
0.0,0,2974,13:24:02,30/04
0.0,0,2975,13:24:03,30/04
0.0,0,2976,13:24:04,30/04
0.31,10,2977,13:24:05,30/04
0.0,0,2978,13:24:06,30/04
0.0,0,2979,13:24:07,30/04
0.31,10,2980,13:24:08,30/04
0.0,0,2981,13:24:09,30/04
0.0,0,2982,13:24:10,30/04
0.34,11,2983,13:24:11,30/04
0.0,0,2984,13:24:12,30/04
0.0,0,2985,13:24:13,30/04
0.28,9,2986,13:24:14,30/04
0.0,0,2987,13:24:15,30/04
0.0,0,2988,13:24:16,30/04
0.31,10,2989,13:24:17,30/04
0.0,0,2990,13:24:18,30/04
0.0,0,2991,13:24:19,30/04
0.28,9,2992,13:24:20,30/04
0.0,0,2993,13:24:21,30/04
0.0,0,2994,13:24:22,30/04
0.0,0,2995,13:24:23,30/04
0.06,2,2996,13:24:24,30/04
0.0,0,2997,13:24:25,30/04
0.34,11,2998,13:24:26,30/04
0.0,0,2999,13:24:27,30/04
0.0,0,3000,13:24:28,30/04
0.37,12,3001,13:24:29,30/04
0.0,0,3002,13:24:30,30/04
0.0,0,3003,13:24:31,30/04
0.0,0,3004,13:24:32,30/04
0.0,0,3005,13:24:33,30/04
0.0,0,3006,13:24:34,30/04
0.12,4,3007,13:24:35,30/04
0.0,0,3008,13:24:36,30/04
0.19,6,3009,13:24:37,30/04
0.0,0,3010,13:24:38,30/04
0.0,0,3011,13:24:39,30/04
0.25,8,3012,13:24:40,30/04
0.0,0,3013,13:24:41,30/04
0.0,0,3014,13:24:42,30/04
0.06,2,3015,13:24:43,30/04
0.0,0,3016,13:24:44,30/04
0.0,0,3017,13:24:45,30/04
0.06,2,3018,13:24:46,30/04
0.0,0,3019,13:24:47,30/04
0.0,0,3020,13:24:48,30/04
0.0,0,3021,13:24:49,30/04
0.0,0,3022,13:24:50,30/04
0.0,0,3023,13:24:51,30/04
0.0,0,3024,13:24:52,30/04
0.0,0,3025,13:24:53,30/04
0.0,0,3026,13:24:54,30/04
0.0,0,3027,13:24:55,30/04
0.0,0,3028,13:24:56,30/04
0.28,9,3029,13:24:57,30/04
0.0,0,3030,13:24:58,30/04
0.0,0,3031,13:24:59,30/04
0.0,0,3032,13:25:00,30/04
0.06,2,3033,13:25:01,30/04
0.0,0,3034,13:25:02,30/04
0.0,0,3035,13:25:03,30/04
0.03,1,3036,13:25:04,30/04
0.0,0,3037,13:25:05,30/04
0.0,0,3038,13:25:06,30/04
0.0,0,3039,13:25:07,30/04
0.0,0,3040,13:25:08,30/04
0.0,0,3041,13:25:09,30/04
0.0,0,3042,13:25:10,30/04
0.0,0,3043,13:25:11,30/04
0.22,7,3044,13:25:12,30/04
0.0,0,3045,13:25:13,30/04
0.0,0,3046,13:25:14,30/04
0.0,0,3047,13:25:15,30/04
0.06,2,3048,13:25:16,30/04
0.0,0,3049,13:25:17,30/04
0.0,0,3050,13:25:18,30/04
0.0,0,3051,13:25:19,30/04
0.0,0,3052,13:25:20,30/04
0.28,9,3053,13:25:21,30/04
0.0,0,3054,13:25:22,30/04
0.0,0,3055,13:25:23,30/04
0.31,10,3056,13:25:24,30/04
0.0,0,3057,13:25:25,30/04
0.0,0,3058,13:25:26,30/04
0.31,10,3059,13:25:27,30/04
0.0,0,3060,13:25:28,30/04
0.0,0,3061,13:25:29,30/04
0.22,7,3062,13:25:30,30/04
0.0,0,3063,13:25:31,30/04
0.0,0,3064,13:25:32,30/04
0.03,1,3065,13:25:33,30/04
0.0,0,3066,13:25:34,30/04
0.0,0,3067,13:25:35,30/04
0.03,1,3068,13:25:36,30/04
0.0,0,3069,13:25:37,30/04
0.0,0,3070,13:25:38,30/04
0.09,3,3071,13:25:39,30/04
0.0,0,3072,13:25:40,30/04
0.0,0,3073,13:25:41,30/04
0.12,4,3074,13:25:42,30/04
0.0,0,3075,13:25:43,30/04
0.0,0,3076,13:25:44,30/04
0.09,3,3077,13:25:45,30/04
0.0,0,3078,13:25:46,30/04
0.0,0,3079,13:25:47,30/04
0.0,0,3080,13:25:48,30/04
0.0,0,3081,13:25:49,30/04
0.25,8,3082,13:25:50,30/04
0.0,0,3083,13:25:51,30/04
0.0,0,3084,13:25:52,30/04
0.31,10,3085,13:25:53,30/04
0.0,0,3086,13:25:54,30/04
0.0,0,3087,13:25:55,30/04
0.0,0,3088,13:25:56,30/04
0.0,0,3089,13:25:57,30/04
0.0,0,3090,13:25:58,30/04
0.0,0,3091,13:25:59,30/04
0.0,0,3092,13:26:00,30/04
0.0,0,3093,13:26:01,30/04
0.0,0,3094,13:26:02,30/04
0.09,3,3095,13:26:03,30/04
0.0,0,3096,13:26:04,30/04
0.0,0,3097,13:26:05,30/04
0.06,2,3098,13:26:06,30/04
0.0,0,3099,13:26:07,30/04
0.0,0,3100,13:26:08,30/04
0.0,0,3101,13:26:09,30/04
0.0,0,3102,13:26:10,30/04
0.0,0,3103,13:26:11,30/04
0.03,1,3104,13:26:12,30/04
0.0,0,3105,13:26:13,30/04
0.0,0,3106,13:26:14,30/04
0.15,5,3107,13:26:15,30/04
0.0,0,3108,13:26:16,30/04
0.0,0,3109,13:26:17,30/04
0.34,11,3110,13:26:18,30/04
0.0,0,3111,13:26:19,30/04
0.0,0,3112,13:26:20,30/04
0.25,8,3113,13:26:21,30/04
0.0,0,3114,13:26:22,30/04
0.0,0,3115,13:26:23,30/04
0.28,9,3116,13:26:24,30/04
0.0,0,3117,13:26:25,30/04
0.0,0,3118,13:26:26,30/04
0.0,0,3119,13:26:27,30/04
0.06,2,3120,13:26:28,30/04
0.0,0,3121,13:26:29,30/04
0.0,0,3122,13:26:30,30/04
0.12,4,3123,13:26:31,30/04
0.0,0,3124,13:26:32,30/04
0.0,0,3125,13:26:33,30/04
0.12,4,3126,13:26:34,30/04
0.0,0,3127,13:26:35,30/04
0.0,0,3128,13:26:36,30/04
0.06,2,3129,13:26:37,30/04
0.0,0,3130,13:26:38,30/04
0.0,0,3131,13:26:39,30/04
0.03,1,3132,13:26:40,30/04
0.0,0,3133,13:26:41,30/04
0.25,8,3134,13:26:42,30/04
0.0,0,3135,13:26:43,30/04
0.0,0,3136,13:26:44,30/04
0.25,8,3137,13:26:45,30/04
0.0,0,3138,13:26:46,30/04
0.0,0,3139,13:26:47,30/04
0.28,9,3140,13:26:48,30/04
0.0,0,3141,13:26:50,30/04
0.0,0,3142,13:26:51,30/04
0.12,4,3143,13:26:52,30/04
0.0,0,3144,13:26:53,30/04
0.0,0,3145,13:26:54,30/04
0.25,8,3146,13:26:55,30/04
0.0,0,3147,13:26:56,30/04
0.0,0,3148,13:26:57,30/04
0.22,7,3149,13:26:58,30/04
0.0,0,3150,13:26:59,30/04
0.0,0,3151,13:27:00,30/04
0.31,10,3152,13:27:01,30/04
0.0,0,3153,13:27:02,30/04
0.0,0,3154,13:27:03,30/04
0.25,8,3155,13:27:04,30/04
0.0,0,3156,13:27:05,30/04
0.0,0,3157,13:27:06,30/04
0.22,7,3158,13:27:07,30/04
0.0,0,3159,13:27:08,30/04
0.0,0,3160,13:27:09,30/04
0.0,0,3161,13:27:10,30/04
0.0,0,3162,13:27:11,30/04
0.0,0,3163,13:27:12,30/04
0.0,0,3164,13:27:13,30/04
0.15,5,3165,13:27:14,30/04
0.0,0,3166,13:27:15,30/04
0.0,0,3167,13:27:16,30/04
0.31,10,3168,13:27:17,30/04
0.0,0,3169,13:27:18,30/04
0.0,0,3170,13:27:19,30/04
0.19,6,3171,13:27:20,30/04
0.0,0,3172,13:27:21,30/04
0.0,0,3173,13:27:22,30/04
0.0,0,3174,13:27:23,30/04
0.19,6,3175,13:27:24,30/04
0.0,0,3176,13:27:25,30/04
0.0,0,3177,13:27:26,30/04
0.19,6,3178,13:27:27,30/04
0.0,0,3179,13:27:28,30/04
0.0,0,3180,13:27:29,30/04
0.37,12,3181,13:27:30,30/04
0.0,0,3182,13:27:31,30/04
0.0,0,3183,13:27:32,30/04
0.25,8,3184,13:27:33,30/04
0.0,0,3186,13:27:34,30/04
0.0,0,3187,13:27:35,30/04
0.31,10,3188,13:27:36,30/04
0.0,0,3189,13:27:37,30/04
0.0,0,3190,13:27:38,30/04
0.28,9,3191,13:27:39,30/04
0.0,0,3192,13:27:40,30/04
0.0,0,3193,13:27:41,30/04
0.0,0,3194,13:27:42,30/04
0.0,0,3195,13:27:43,30/04
0.0,0,3196,13:27:44,30/04
0.0,0,3197,13:27:45,30/04
0.0,0,3198,13:27:46,30/04
0.12,4,3199,13:27:47,30/04
0.0,0,3200,13:27:48,30/04
0.0,0,3201,13:27:49,30/04
0.06,2,3202,13:27:50,30/04
0.0,0,3203,13:27:51,30/04
0.28,9,3204,13:27:52,30/04
0.0,0,3205,13:27:53,30/04
0.0,0,3206,13:27:54,30/04
0.34,11,3207,13:27:55,30/04
0.0,0,3208,13:27:56,30/04
0.0,0,3209,13:27:57,30/04
0.28,9,3210,13:27:58,30/04
0.0,0,3211,13:27:59,30/04
0.0,0,3212,13:28:00,30/04
0.0,0,3213,13:28:01,30/04
0.09,3,3214,13:28:02,30/04
0.0,0,3215,13:28:03,30/04
0.0,0,3216,13:28:04,30/04
0.15,5,3217,13:28:05,30/04
0.0,0,3218,13:28:06,30/04
0.0,0,3219,13:28:07,30/04
0.0,0,3220,13:28:08,30/04
0.0,0,3221,13:28:09,30/04
0.0,0,3222,13:28:10,30/04
0.06,2,3223,13:28:11,30/04
0.0,0,3224,13:28:12,30/04
0.0,0,3225,13:28:13,30/04
0.0,0,3226,13:28:14,30/04
0.0,0,3227,13:28:15,30/04
0.0,0,3228,13:28:16,30/04
0.0,0,3229,13:28:17,30/04
0.0,0,3230,13:28:18,30/04
0.0,0,3231,13:28:19,30/04
0.06,2,3232,13:28:20,30/04
0.0,0,3233,13:28:21,30/04
0.0,0,3234,13:28:22,30/04
0.0,0,3235,13:28:23,30/04
0.0,0,3236,13:28:24,30/04
0.0,0,3237,13:28:25,30/04
0.03,1,3238,13:28:26,30/04
0.0,0,3239,13:28:27,30/04
0.0,0,3240,13:28:28,30/04
0.03,1,3241,13:28:29,30/04
0.0,0,3242,13:28:30,30/04
0.0,0,3243,13:28:31,30/04
0.34,11,3244,13:28:32,30/04
0.0,0,3245,13:28:33,30/04
0.0,0,3246,13:28:34,30/04
0.31,10,3247,13:28:35,30/04
0.0,0,3248,13:28:36,30/04
0.0,0,3249,13:28:37,30/04
0.31,10,3250,13:28:38,30/04
0.0,0,3251,13:28:39,30/04
0.0,0,3252,13:28:40,30/04
0.31,10,3253,13:28:41,30/04
0.0,0,3254,13:28:42,30/04
0.0,0,3255,13:28:43,30/04
0.28,9,3256,13:28:44,30/04
0.0,0,3257,13:28:45,30/04
0.0,0,3258,13:28:46,30/04
0.25,8,3259,13:28:47,30/04
0.0,0,3260,13:28:48,30/04
0.0,0,3261,13:28:49,30/04
0.31,10,3262,13:28:50,30/04
0.0,0,3263,13:28:51,30/04
0.0,0,3264,13:28:52,30/04
0.25,8,3265,13:28:53,30/04
0.0,0,3266,13:28:54,30/04
0.0,0,3267,13:28:55,30/04
0.15,5,3268,13:28:56,30/04
0.0,0,3269,13:28:57,30/04
0.0,0,3270,13:28:58,30/04
0.25,8,3271,13:28:59,30/04
0.0,0,3272,13:29:00,30/04
0.0,0,3273,13:29:01,30/04
0.0,0,3274,13:29:02,30/04
0.15,5,3275,13:29:03,30/04
0.0,0,3276,13:29:04,30/04
0.0,0,3277,13:29:05,30/04
0.31,10,3278,13:29:06,30/04
0.0,0,3279,13:29:07,30/04
0.0,0,3280,13:29:08,30/04
0.37,12,3281,13:29:09,30/04
0.0,0,3282,13:29:10,30/04
0.0,0,3283,13:29:11,30/04
0.31,10,3284,13:29:12,30/04
